Sr. No.,Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type
8258,02:38:18,15-02-2022,18739800849,91752143698,40629.32,Indian rupee,Albanian lek,Nigeria,Italy,Credit card
8259,16:10:31,22-06-2022,81252912869,27274824648,224210.88,Swiss franc,Albanian lek,Germany,Germany,Cash Deposit
8260,10:29:20,25-04-2022,50462431197,25273063174,167149.83,Dirham,Albanian lek,Austria,Japan,Credit card
8261,06:04:14,12-10-2022,60097070108,18138183242,118415.71,Euro,Euro,India,Germany,ACH
8262,05:53:15,15-10-2022,83068907841,46049592974,321582.33,Euro,Albanian lek,UAE,UK,ACH
8263,12:53:48,21-04-2022,71212395704,83860745843,182966.74,Turkish lira,Yen,Germany,India,Cross-border
8264,04:53:23,08-05-2022,21384525973,28214294836,215946.71,Mexican Peso,Moroccan dirham,Mexico,Austria,Cash Deposit
8265,08:18:47,14-06-2022,35611958640,78446899894,466977.47,Naira,Albanian lek,India,Switzerland,Cross-border
8266,19:25:13,06-03-2022,86660665685,87644558576,102054.11,Naira,Indian rupee,Turkey,Italy,Credit card
8267,09:59:33,23-10-2022,69034126948,14275954824,197348.02,Euro,Euro,Pakistan,Switzerland,Cheque
8268,02:25:06,26-11-2022,55995887397,87988450055,368354.27,Pakistani rupee,Dirham,UK,Turkey,Credit card
8269,01:49:22,08-05-2022,58985221039,26800356746,338028.53,US dollar,Dirham,Germany,UAE,Credit card
8270,05:30:00,21-10-2022,10642993185,47370441326,426756.95,Naira,Albanian lek,Morocco,USA,ACH
8271,18:04:22,17-11-2022,92441904555,11790781080,307105.88,Yen,Mexican Peso,Mexico,Italy,Cross-border
8272,09:30:26,27-09-2022,40792728919,76290765693,453968.1,UK pounds,US dollar,India,Morocco,Credit card
8273,05:56:52,30-09-2022,26532668912,26686143333,386389.52,Mexican Peso,Dirham,Germany,India,Cash Withdrawal
8274,12:01:38,25-09-2022,83567621602,39849269764,121634.74,Mexican Peso,Dirham,Netherlands,Turkey,ACH
8275,13:20:14,04-03-2022,61694853700,67154503893,232950.11,UK pounds,Moroccan dirham,Italy,Spain,Credit card
8276,04:44:04,25-06-2022,87453229189,80332261159,187060.53,Dirham,Pakistani rupee,India,India,ACH
8277,17:26:20,03-07-2022,51875027466,69110693032,392808.37,Dirham,Pakistani rupee,Japan,Mexico,Credit card
8278,00:00:02,21-06-2022,94991249701,84299671477,268352.2,UK pounds,Pakistani rupee,Austria,USA,Debit card
8279,21:23:58,21-11-2022,39438087625,48735829675,80758.43,Dirham,Turkish lira,Netherlands,Switzerland,Cheque
8280,06:19:57,22-02-2022,62221616307,62552473388,337812.7,Swiss franc,Albanian lek,UAE,Albania,Cross-border
8281,13:29:00,13-03-2022,55821837229,74540530369,278258.57,Naira,UK pounds,Netherlands,UK,Credit card
8282,23:12:32,10-01-2022,41916551542,18458447556,58136.66,UK pounds,Swiss franc,Italy,Japan,Cross-border
8283,23:12:29,08-12-2022,34368828851,7272442196,85971.19,Euro,UK pounds,Italy,Mexico,Cross-border
8284,01:12:34,07-11-2022,64654214261,54815727279,479406.43,Euro,UK pounds,India,Japan,ACH
8285,03:39:41,08-07-2022,69395332966,2204507982,214567.71,Turkish lira,Yen,Germany,Japan,ACH
8286,04:43:25,07-06-2022,30130814027,68582442613,146751.01,UK pounds,Euro,UK,Netherlands,ACH
8287,07:09:04,09-06-2022,51628519418,17444088574,340618.69,Swiss franc,UK pounds,UK,Spain,ACH
8288,14:11:40,12-01-2022,87193460764,14883963453,447702.12,Pakistani rupee,Pakistani rupee,Japan,Spain,Cash Withdrawal
8289,20:56:45,26-09-2022,83349021425,99062703988,45207.91,Mexican Peso,Moroccan dirham,France,Mexico,Debit card
8290,01:24:06,29-01-2022,98577141618,26303261280,198093.44,Pakistani rupee,Euro,Nigeria,France,ACH
8291,20:50:48,07-12-2022,76678026409,50153714392,371512.83,Pakistani rupee,Yen,Germany,Spain,Credit card
8292,12:51:38,20-08-2022,65152070352,3919323660,131359.83,Swiss franc,Naira,UK,Nigeria,Credit card
8293,14:45:27,08-06-2022,54419298451,38993248802,486893.14,UK pounds,Pakistani rupee,Austria,Nigeria,ACH
8294,17:16:23,15-04-2022,17748215256,60264638787,359242.59,Indian rupee,Dirham,Italy,Turkey,Debit card
8295,19:04:11,16-11-2022,32195185732,67016457823,166741.06,Swiss franc,Mexican Peso,Switzerland,Netherlands,Cross-border
8296,15:32:26,16-05-2022,14554639059,2352915279,275380.11,Moroccan dirham,Mexican Peso,USA,Austria,Debit card
8297,23:37:21,27-02-2022,43093560695,55774217991,78872.63,Pakistani rupee,Mexican Peso,Turkey,USA,Credit card
8298,05:18:52,08-02-2022,71975877715,83777587080,169971.22,Indian rupee,Yen,Albania,USA,Cash Withdrawal
8299,09:43:36,01-03-2022,90007400166,35130923640,117443.33,Turkish lira,Pakistani rupee,Germany,Italy,ACH
8300,05:30:07,25-10-2022,28653609281,25281138921,136375.3,Naira,Pakistani rupee,Switzerland,Morocco,Cash Withdrawal
8301,11:38:30,22-10-2022,74084341237,59438820013,100117.02,Mexican Peso,Pakistani rupee,Nigeria,Germany,Credit card
8302,14:27:43,15-09-2022,36399847780,25123123602,42750.34,UK pounds,Indian rupee,Morocco,Italy,Cash Withdrawal
8303,16:06:28,21-11-2022,53189780651,7484709807,159575.92,Turkish lira,Yen,Spain,Netherlands,Cash Withdrawal
8304,16:55:02,30-12-2022,82565184906,71401481022,262921.75,Albanian lek,US dollar,India,Spain,ACH
8305,19:58:34,06-06-2022,16868909110,59027698938,392658.46,Moroccan dirham,Pakistani rupee,Nigeria,Italy,Cross-border
8306,00:15:36,15-09-2022,51410322251,47215736903,303813.99,Dirham,Naira,Germany,Germany,Credit card
8307,13:25:41,21-01-2022,90249536846,43455213766,418160.32,Naira,Yen,Pakistan,Nigeria,Credit card
8308,02:15:18,09-12-2022,22738854285,68755439223,375718.25,Mexican Peso,Turkish lira,Nigeria,Austria,Cross-border
8309,17:49:04,16-08-2022,12827134808,8555923591,257987.35,Albanian lek,Pakistani rupee,Austria,Nigeria,ACH
8310,13:13:39,15-09-2022,67098833640,87720929935,238065.99,Dirham,Albanian lek,UK,USA,Cross-border
8311,13:12:59,02-12-2022,82027799057,975874318,367811.19,Moroccan dirham,Swiss franc,Spain,Japan,Credit card
8312,14:54:50,16-08-2022,77162079960,11782395747,383832.23,UK pounds,Dirham,India,Mexico,Cross-border
8313,15:34:55,21-12-2022,34803797973,13718378846,413941.77,Turkish lira,Indian rupee,Spain,Germany,Credit card
8314,15:02:08,05-08-2022,39761550205,36596230611,331465.22,Moroccan dirham,Indian rupee,Albania,Spain,Cross-border
8315,11:22:28,03-09-2022,39064115104,14908506948,125054.38,Swiss franc,Euro,USA,France,Cross-border
8316,03:24:00,27-12-2022,85728755725,87080490083,258920.49,Moroccan dirham,Albanian lek,Morocco,Nigeria,Cash Withdrawal
8317,20:22:27,09-05-2022,96101364527,36556346505,304191.52,Swiss franc,US dollar,Pakistan,Mexico,Cross-border
8318,06:28:22,09-10-2022,48141916667,95338416054,35277.93,Euro,Dirham,Albania,Austria,ACH
8319,13:08:25,23-03-2022,33517433680,32948504096,233800.19,Moroccan dirham,Pakistani rupee,UK,Turkey,Debit card
8320,05:40:36,23-06-2022,36899675589,36214939068,224673.26,Indian rupee,Moroccan dirham,India,Japan,Credit card
8321,00:14:11,19-04-2022,43932899728,86944830626,472932.21,UK pounds,US dollar,Morocco,Albania,ACH
8322,19:18:12,18-06-2022,75326776187,73689332332,402963.19,Albanian lek,Swiss franc,Switzerland,Albania,ACH
8323,17:47:08,02-08-2022,22297945202,76297163828,404734.62,Pakistani rupee,Moroccan dirham,UAE,France,ACH
8324,18:05:59,01-10-2022,81634472333,1712648149,211762.05,Yen,Indian rupee,Pakistan,Mexico,Cross-border
8325,15:54:16,24-06-2022,44097729516,25353570901,212556.13,Moroccan dirham,Albanian lek,Albania,Japan,ACH
8326,23:13:26,25-11-2022,13425973346,2103720309,400857.62,Turkish lira,Indian rupee,UK,Nigeria,Debit card
8327,19:55:03,15-04-2022,64063909595,18826352223,48066.55,Albanian lek,US dollar,France,Albania,Cross-border
8328,16:14:29,24-10-2022,23205754444,80257795216,150242.4,US dollar,US dollar,UAE,Albania,Cash Deposit
8329,16:31:58,01-03-2022,13144126866,78907132584,103757.05,Pakistani rupee,Albanian lek,India,India,Cross-border
8330,22:00:25,10-06-2022,70228594146,41861827238,225777.66,Turkish lira,Mexican Peso,France,Italy,Debit card
8331,20:47:46,10-10-2022,80823551975,91258180038,318601.06,Euro,Mexican Peso,Germany,Morocco,Cross-border
8332,19:16:37,11-10-2022,22569920719,47393702301,386644.85,Mexican Peso,UK pounds,Albania,Morocco,Credit card
8333,04:51:41,22-06-2022,58149581075,2186738012,482018.48,Mexican Peso,Swiss franc,Morocco,India,Cash Withdrawal
8334,16:30:34,24-07-2022,7947803622,18749359125,139768.31,Mexican Peso,Dirham,India,Netherlands,ACH
8335,20:23:36,25-05-2022,41186810618,50475713152,300006.49,Euro,Turkish lira,Japan,Mexico,ACH
8336,16:55:08,24-10-2022,84459160954,95076162893,127184.26,Turkish lira,Yen,Turkey,Italy,Credit card
8337,02:06:34,28-09-2022,3763781030,33459027462,205250.68,US dollar,Indian rupee,Morocco,USA,ACH
8338,14:08:52,10-09-2022,87001608656,71871159031,41523.29,US dollar,Pakistani rupee,Japan,Austria,Cash Withdrawal
8339,15:39:51,27-04-2022,91750595752,89320182942,218079.86,Naira,Moroccan dirham,France,Spain,Cash Deposit
8340,12:34:04,21-07-2022,93453018940,57867829976,497086,Naira,Turkish lira,Mexico,UAE,Credit card
8341,22:00:14,20-09-2022,84964015866,71350259448,118330.44,Albanian lek,Mexican Peso,Morocco,Albania,ACH
8342,10:24:02,23-07-2022,36925352763,26852525474,210809.79,Naira,Moroccan dirham,Spain,Nigeria,ACH
8343,05:36:05,14-02-2022,80562430949,45288613106,360367.06,Swiss franc,US dollar,Pakistan,Spain,Cash Withdrawal
8344,03:00:17,19-01-2022,64473386391,6937810227,260214.51,Pakistani rupee,Indian rupee,France,Albania,ACH
8345,07:34:07,23-09-2022,32235678914,39740177090,482219.34,Yen,Albanian lek,Italy,Mexico,Credit card
8346,23:54:21,26-05-2022,62016715863,39495566272,479268.38,Swiss franc,Yen,Austria,UK,Cash Withdrawal
8347,10:30:19,03-12-2022,55355674312,43261754358,161842.26,US dollar,Swiss franc,Spain,Pakistan,Cross-border
8348,13:17:03,12-12-2022,82923369330,2980177938,344618.78,Yen,Dirham,Spain,Nigeria,Cross-border
8349,00:23:39,11-06-2022,11109712743,2837949599,74109.07,Mexican Peso,Indian rupee,Germany,USA,Cash Withdrawal
8350,23:49:16,20-09-2022,67113596784,93576623806,130964.49,Naira,Turkish lira,Netherlands,Turkey,Cheque
8351,08:16:00,15-09-2022,31577196840,1483985837,473296.57,Dirham,Moroccan dirham,France,Austria,Cash Withdrawal
8352,06:21:20,21-09-2022,67718667557,84464216465,167901.17,Moroccan dirham,UK pounds,India,Mexico,Cash Deposit
8353,14:50:59,12-12-2022,73426670730,2892842311,477993.19,Naira,Turkish lira,Nigeria,Nigeria,ACH
8354,17:30:39,11-08-2022,5105337515,77488690775,325768.43,Pakistani rupee,Turkish lira,Morocco,Spain,ACH
8355,02:15:11,18-12-2022,80033102784,57654476441,225393.32,Indian rupee,Euro,Netherlands,Austria,Cross-border
8356,18:56:38,06-09-2022,69621682148,58427029120,11232.79,Turkish lira,Dirham,USA,USA,Cheque
8357,20:12:08,15-06-2022,40266855584,23642815410,123816.69,Naira,Yen,Nigeria,Austria,ACH
8358,19:02:09,30-01-2022,31079214602,32474591485,466449.72,Swiss franc,Mexican Peso,Germany,France,Debit card
8359,14:44:58,30-07-2022,12243804041,16507041806,184060.6,Indian rupee,Swiss franc,Italy,Netherlands,Credit card
8360,18:02:11,19-04-2022,70251218841,46276099561,241487.88,Pakistani rupee,Swiss franc,Morocco,India,Cash Withdrawal
8361,04:16:43,01-03-2022,4973183450,24480536856,174190.29,Dirham,Indian rupee,Italy,Austria,Cash Deposit
8362,04:00:51,30-09-2022,16648602579,14416144331,125903.62,Mexican Peso,Albanian lek,Japan,Italy,Cross-border
8363,02:50:22,04-04-2022,22801688249,3729036357,110273.58,Mexican Peso,Naira,Netherlands,Turkey,Cross-border
8364,22:50:40,05-06-2022,52229078973,60465606657,50526.81,Swiss franc,Pakistani rupee,India,Austria,Cross-border
8365,03:36:27,11-07-2022,80577088207,51358294972,262451.15,Mexican Peso,Moroccan dirham,USA,Switzerland,Debit card
8366,07:52:53,21-02-2022,89179678664,37203711644,36050.64,Swiss franc,Albanian lek,Nigeria,UAE,Cross-border
8367,09:45:35,23-06-2022,85170714250,8034157967,420430.57,Pakistani rupee,Naira,Turkey,UK,ACH
8368,23:16:44,24-10-2022,63703192575,4875896171,255394.59,UK pounds,Mexican Peso,Albania,Switzerland,Cash Withdrawal
8369,14:59:19,28-03-2022,92189784572,47656233091,246814.08,Turkish lira,US dollar,Morocco,Albania,Credit card
8370,23:01:56,01-09-2022,61858179232,97498570025,414067.28,Moroccan dirham,Albanian lek,Switzerland,Pakistan,ACH
8371,03:31:25,10-12-2022,5011596911,17828763438,394234.25,UK pounds,UK pounds,France,Switzerland,Credit card
8372,02:32:47,06-03-2022,91745639997,16295960676,108858.48,UK pounds,Naira,Austria,Morocco,Credit card
8373,10:34:06,10-06-2022,12891762679,50384804218,363153.02,Yen,Albanian lek,Mexico,Italy,ACH
8374,11:47:40,12-09-2022,85366465165,40887729865,290388.85,Turkish lira,Swiss franc,UK,Albania,Cross-border
8375,20:09:42,15-09-2022,74763429053,16719322201,375164.57,Naira,Moroccan dirham,Pakistan,UK,Cross-border
8376,06:32:21,23-11-2022,62355843815,20698956669,140466.79,Euro,Turkish lira,France,Netherlands,Cross-border
8377,06:11:15,28-01-2022,3851590834,40872286432,214046.91,Albanian lek,Albanian lek,UAE,UK,Credit card
8378,10:51:24,31-07-2022,12297711289,41372509342,180598.59,Pakistani rupee,Turkish lira,UAE,Morocco,Cheque
8379,06:15:10,10-02-2022,61586359729,37694411000,196455.42,Indian rupee,Albanian lek,Japan,Turkey,Cross-border
8380,15:39:15,20-11-2022,96780597382,21669984845,114537.24,US dollar,Yen,France,USA,Credit card
8381,02:21:51,27-12-2022,92865507461,71146639635,412026.47,Yen,Indian rupee,Switzerland,Morocco,Cross-border
8382,10:59:01,18-09-2022,71114395297,40126245872,38017.45,Albanian lek,Naira,Turkey,Nigeria,ACH
8383,14:35:54,18-07-2022,77333075058,62016133752,450994.64,Naira,Mexican Peso,Nigeria,Netherlands,Cross-border
8384,23:54:09,02-02-2022,37810168721,62377564589,345535.35,Naira,US dollar,Germany,Italy,Cross-border
8385,22:00:49,08-02-2022,33634880927,61011582241,416571.48,US dollar,Naira,USA,France,ACH
8386,10:25:53,08-01-2022,85787772396,42727303537,141024.63,Dirham,Swiss franc,Switzerland,Germany,Cross-border
8387,03:51:39,26-09-2022,51550255999,59946473325,134145.23,Indian rupee,Euro,Albania,Morocco,Cross-border
8388,06:14:49,26-03-2022,39656190290,55813163836,200692.24,Pakistani rupee,Pakistani rupee,Turkey,UAE,Cash Deposit
8389,06:33:12,02-03-2022,94688053439,72738691547,206206.26,Dirham,UK pounds,Spain,UAE,Debit card
8390,01:51:20,15-05-2022,22628092017,56715299341,46032.74,Yen,Albanian lek,Spain,Spain,Cash Deposit
8391,06:02:39,02-03-2022,30868849579,56779252604,184906.11,Naira,Turkish lira,Pakistan,France,ACH
8392,03:13:04,02-11-2022,3068679133,1517539708,451992.26,Indian rupee,Pakistani rupee,Japan,Nigeria,Cash Deposit
8393,09:13:37,09-02-2022,71646523190,72380844714,85096.38,Pakistani rupee,UK pounds,Morocco,Mexico,Cash Withdrawal
8394,21:01:17,05-12-2022,89065491499,49357691119,254957.22,Turkish lira,Yen,Switzerland,Japan,ACH
8395,23:36:57,19-11-2022,81822462610,57977852691,452791.34,Dirham,Euro,Albania,France,Debit card
8396,16:55:44,17-05-2022,52211435351,62927361407,263218.06,Swiss franc,US dollar,UK,Austria,Cross-border
8397,11:11:08,05-09-2022,28517303730,26177672608,138460.18,Pakistani rupee,Euro,Albania,Germany,Cross-border
8398,09:43:11,04-02-2022,61788445860,71408064722,149143.6,US dollar,Swiss franc,France,Austria,Cross-border
8399,01:20:41,23-06-2022,99268247282,30034914372,362298.6,Euro,Naira,France,UAE,Credit card
8400,14:04:26,02-09-2022,61477924478,55694435249,318608.96,Moroccan dirham,Naira,Albania,Nigeria,ACH
8401,13:31:22,02-09-2022,21931455335,41070828207,382593.27,Mexican Peso,Turkish lira,Nigeria,UAE,Credit card
8402,13:17:41,07-05-2022,59170380815,83781839933,404429.38,Indian rupee,Swiss franc,Switzerland,Germany,Cross-border
8403,09:37:32,18-06-2022,64274632167,42023042957,382399.89,Pakistani rupee,US dollar,Mexico,Nigeria,Cash Withdrawal
8404,10:20:14,05-05-2022,89828592927,25614641498,282339.27,Albanian lek,Mexican Peso,Pakistan,UK,Credit card
8405,17:36:20,02-07-2022,76983165079,10640990465,264827.76,US dollar,Naira,USA,Spain,Cross-border
8406,19:54:21,03-11-2022,53854426171,17006143286,248267.12,Albanian lek,Moroccan dirham,Pakistan,Italy,ACH
8407,23:20:25,17-02-2022,41709673652,47463843458,408857.72,Pakistani rupee,Naira,France,Morocco,Credit card
8408,16:47:47,10-06-2022,14536968372,74929556886,64129.99,Swiss franc,Albanian lek,India,Japan,Cross-border
8409,13:21:14,21-07-2022,55569616574,3285027132,498840.79,Indian rupee,Euro,India,UK,Cross-border
8410,16:10:46,21-09-2022,82972660604,917414281,481237.97,Swiss franc,Mexican Peso,Albania,Morocco,Credit card
8411,14:40:20,24-07-2022,96577046432,12751618115,53323.62,Turkish lira,Swiss franc,UK,Pakistan,Cross-border
8412,19:13:03,30-07-2022,127782132,70051707584,114994.38,Pakistani rupee,Indian rupee,France,Albania,ACH
8413,05:03:08,21-04-2022,9500265627,35540289624,404924.18,Turkish lira,Naira,Turkey,Albania,ACH
8414,00:54:16,13-07-2022,77446196405,14639821374,143890.17,Indian rupee,Moroccan dirham,Turkey,France,Cross-border
8415,12:24:14,18-10-2022,95892340881,40810691062,231913.02,Moroccan dirham,Naira,Austria,Germany,Cheque
8416,21:28:32,26-06-2022,66848408346,36203461814,282498.43,UK pounds,Naira,Pakistan,Japan,Credit card
8417,07:31:21,10-07-2022,2848279990,68919198632,384685.38,Albanian lek,Pakistani rupee,Italy,India,Cash Withdrawal
8418,07:09:24,02-01-2022,62572296216,9563484235,448982.14,Albanian lek,Moroccan dirham,India,Spain,Credit card
8419,16:56:08,19-10-2022,56254249164,75233363662,427400.15,Euro,Indian rupee,Spain,USA,Debit card
8420,02:48:50,13-04-2022,64449046549,64732725531,269994.41,Indian rupee,Turkish lira,Pakistan,Japan,Cash Deposit
8421,08:33:22,05-12-2022,57968691479,39752447835,409683.81,Yen,Pakistani rupee,UAE,Mexico,ACH
8422,05:07:31,24-12-2022,71507097407,21641882618,25389.73,Mexican Peso,Dirham,USA,Mexico,Cash Withdrawal
8423,11:18:57,11-01-2022,67573197603,16230577280,489223.84,Pakistani rupee,UK pounds,Nigeria,Nigeria,Cash Withdrawal
8424,19:10:22,11-11-2022,18969839862,42903821283,261644.54,Euro,Euro,Italy,USA,Cash Withdrawal
8425,16:28:17,19-05-2022,32191113818,64962626320,188677.23,Turkish lira,Naira,Mexico,UK,Credit card
8426,10:09:40,18-12-2022,16271810522,54764252005,190033.52,Pakistani rupee,Albanian lek,Morocco,Morocco,ACH
8427,21:29:52,19-12-2022,42297559018,42234092391,282080.72,Yen,UK pounds,USA,Netherlands,Cheque
8428,15:19:16,05-06-2022,96357965034,10236529743,339511.62,UK pounds,Euro,USA,Switzerland,Cross-border
8429,12:24:24,20-03-2022,25834374487,6722378636,284064.38,Albanian lek,Naira,France,Japan,Credit card
8430,17:28:52,28-02-2022,77799027769,95582252690,224652.34,Indian rupee,Swiss franc,UAE,Mexico,Cash Deposit
8431,09:54:06,09-02-2022,24412532058,23235178126,55849.72,UK pounds,Swiss franc,Albania,Switzerland,Cross-border
8432,22:52:28,30-10-2022,29796760146,91304713897,271324.41,Indian rupee,Moroccan dirham,Albania,UK,Cross-border
8433,10:23:30,15-02-2022,23429201929,25422902367,140114.16,Pakistani rupee,Swiss franc,UK,Turkey,Cross-border
8434,19:05:10,19-07-2022,53309847815,57254117439,202769.2,Euro,Mexican Peso,Spain,Pakistan,Credit card
8435,04:39:14,26-02-2022,92188456782,82742968424,104412.76,Swiss franc,Albanian lek,UAE,UAE,ACH
8436,14:13:16,18-12-2022,88479190983,5751206273,187991.85,Dirham,Dirham,Switzerland,Germany,Cross-border
8437,04:55:00,10-06-2022,86764929610,21815996857,165888.45,Moroccan dirham,US dollar,Switzerland,Turkey,Debit card
8438,11:20:27,26-11-2022,87499475345,17313235858,186704.57,Naira,Naira,India,Japan,Credit card
8439,21:39:46,26-09-2022,69275332994,24040150905,226539.13,Pakistani rupee,Swiss franc,UAE,Turkey,Cash Deposit
8440,13:30:27,15-01-2022,34599539347,23820205854,489313.12,Naira,US dollar,Morocco,Italy,Credit card
8441,15:43:18,09-09-2022,62710685863,74005653713,475206.38,UK pounds,Euro,Mexico,Spain,Cross-border
8442,02:00:13,02-06-2022,81425397426,98190079637,135825.54,Swiss franc,Moroccan dirham,Japan,USA,Credit card
